TIME,[id=4b446b43-f290-43f3-afb1-884a053f7e1d|name=/example-org/uk/total-output|description=Total output on all UK wind farms|units=kWh/day],[id=42b7da5b-b65a-4c21-8575-821e5d9dbd7b|name=/example-org/uk/wind-farm-1/total-output|description=Total output on Wind Farm 1|units=kWh/day],[id=e8b38052-4e90-46e1-8c32-a7f70256d149|name=/example-org/uk/wind-farm-1/turbine-1/output|description=Turbine 1 output|units=kWh/day],[id=798bac76-7989-42d0-a16a-56978a68cc71|name=/example-org/uk/wind-farm-1/turbine-1/rotation-speed|description=Turbine 1 rotation speed|units=rpm],[id=ea6b925e-5e8e-45c9-8cd7-c07ab982cf97|name=/example-org/uk/wind-farm-1/turbine-1/wind-speed|description=Turbine 1 wind speed|units=m/s],[id=a23cb6eb-a2b7-403e-8bda-91f4a6be15bd|name=/example-org/uk/wind-farm-1/turbine-2/output|description=Turbine 2 output|units=kWh/day],[id=74d69c7f-c4a3-4a39-a043-3e9b39efd389|name=/example-org/uk/wind-farm-1/turbine-2/rotation-speed|description=Turbine 2 rotation speed|units=rpm],[id=62d1765e-84eb-4bd7-b6cc-c75e8249d035|name=/example-org/uk/wind-farm-1/turbine-2/wind-speed|description=Turbine 2 wind speed|units=m/s],[id=540a1c05-5ca0-45c1-9f80-c899b5a425ca|name=/example-org/uk/wind-farm-2/total-output|description=Total output on Wind Farm 2|units=kWh/day],[id=bc940329-7c4a-4324-a580-6dbf965e9426|name=/example-org/uk/wind-farm-2/turbine-3/output|description=Turbine 3 output|units=kWh/day],[id=fba003c5-7384-440d-ad0c-0876f4be8d75|name=/example-org/uk/wind-farm-2/turbine-3/rotation-speed|description=Turbine 3 rotation speed|units=rpm],[id=71eda84f-d2a1-4f2a-bb37-a1dece1642b1|name=/example-org/uk/wind-farm-2/turbine-3/wind-speed|description=Turbine 3 wind speed|units=m/s],[id=68db29fe-b3fe-4c2a-85f1-7f91fe145964|name=/example-org/uk/wind-farm-2/turbine-4/output|description=Turbine 4 output|units=kWh/day],[id=64d5ac61-8bfb-4d0c-8e66-ef71bc1ca3ea|name=/example-org/uk/wind-farm-2/turbine-4/rotation-speed|description=Turbine 4 rotation speed|units=rpm],[id=2e54dd5f-d89f-4eef-8f43-b4f91ede66fc|name=/example-org/uk/wind-farm-2/turbine-4/wind-speed|description=Turbine 4 wind speed|units=m/s]
2019-10-05T21:11:11Z,28650.66667,15168,7477.333333,9,7.01,7690.666667,10,7.21,13482.66667,6634.666667,8,6.22,6848,9,6.42
2019-10-05T21:11:26Z,28181.33333,15104,7658.666667,10,7.18,7445.333333,9,6.98,13077.33333,6645.333333,8,6.23,6432,8,6.03
2019-10-05T21:11:41Z,28672,15488,7850.666667,10,7.36,7637.333333,10,7.16,13184,6485.333333,8,6.08,6698.666667,8,6.28
2019-10-05T21:11:56Z,28544,15232,7722.666667,10,7.24,7509.333333,9,7.04,13312,6549.333333,8,6.14,6762.666667,8,6.34
2019-10-05T21:12:11Z,29504,15914.66667,7850.666667,10,7.36,8064,10,7.56,13589.33333,6688,8,6.27,6901.333333,9,6.47
2019-10-05T21:12:26Z,29568,16298.66667,8042.666667,10,7.54,8256,10,7.74,13269.33333,6741.333333,8,6.32,6528,8,6.12
2019-10-05T21:12:41Z,29824,16661.33333,8224,10,7.71,8437.333333,11,7.91,13162.66667,6688,8,6.27,6474.666667,8,6.07
2019-10-05T21:12:56Z,29909.33333,16341.33333,8277.333333,10,7.76,8064,10,7.56,13568,6677.333333,8,6.26,6890.666667,9,6.46
2019-10-05T21:13:11Z,31040,17130.66667,8458.666667,11,7.93,8672,11,8.13,13909.33333,6848,9,6.42,7061.333333,9,6.62
2019-10-05T21:13:26Z,30229.33333,16640,8213.333333,10,7.7,8426.666667,11,7.9,13589.33333,6688,8,6.27,6901.333333,9,6.47
2019-10-05T21:13:41Z,29824,16704,8245.333333,10,7.73,8458.666667,11,7.93,13120,6666.666667,8,6.25,6453.333333,8,6.05
2019-10-05T21:13:56Z,30250.66667,17194.66667,8490.666667,11,7.96,8704,11,8.16,13056,6634.666667,8,6.22,6421.333333,8,6.02
2019-10-05T21:14:11Z,30336,17066.66667,8640,11,8.1,8426.666667,11,7.9,13269.33333,6528,8,6.12,6741.333333,8,6.32
2019-10-05T21:14:26Z,30165.33333,16874.66667,8544,11,8.01,8330.666667,10,7.81,13290.66667,6538.666667,8,6.13,6752,8,6.33
2019-10-05T21:14:41Z,30592,16938.66667,8362.666667,10,7.84,8576,11,8.04,13653.33333,6720,8,6.3,6933.333333,9,6.5
2019-10-05T21:14:56Z,29696,16234.66667,8224,10,7.71,8010.666667,10,7.51,13461.33333,6624,8,6.21,6837.333333,9,6.41
2019-10-05T21:15:11Z,29994.66667,16704,8245.333333,10,7.73,8458.666667,11,7.93,13290.66667,6538.666667,8,6.13,6752,8,6.33
2019-10-05T21:15:26Z,29184,16597.33333,8405.333333,11,7.88,8192,10,7.68,12586.66667,6400,8,6,6186.666667,8,5.8
2019-10-05T21:15:41Z,29312,16533.33333,8160,10,7.65,8373.333333,10,7.85,12778.66667,6282.666667,8,5.89,6496,8,6.09
2019-10-05T21:15:56Z,29077.33333,16533.33333,8373.333333,10,7.85,8160,10,7.65,12544,6378.666667,8,5.98,6165.333333,8,5.78
2019-10-05T21:16:11Z,29077.33333,16448,8330.666667,10,7.81,8117.333333,10,7.61,12629.33333,6421.333333,8,6.02,6208,8,5.82
2019-10-05T21:16:26Z,30122.66667,17152,8469.333333,11,7.94,8682.666667,11,8.14,12970.66667,6378.666667,8,5.98,6592,8,6.18
2019-10-05T21:16:41Z,30186.66667,17024,8618.666667,11,8.08,8405.333333,11,7.88,13162.66667,6474.666667,8,6.07,6688,8,6.27
2019-10-05T21:16:56Z,30272,17066.66667,8640,11,8.1,8426.666667,11,7.9,13205.33333,6496,8,6.09,6709.333333,8,6.29
2019-10-05T21:17:11Z,30400,17408,8810.666667,11,8.26,8597.333333,11,8.06,12992,6602.666667,8,6.19,6389.333333,8,5.99
2019-10-05T21:17:26Z,31296,17920,9066.666667,11,8.5,8853.333333,11,8.3,13376,6581.333333,8,6.17,6794.666667,8,6.37
2019-10-05T21:17:41Z,31466.66667,18112,8949.333333,11,8.39,9162.666667,11,8.59,13354.66667,6570.666667,8,6.16,6784,8,6.36
2019-10-05T21:17:56Z,30805.33333,17600,8906.666667,11,8.35,8693.333333,11,8.15,13205.33333,6496,8,6.09,6709.333333,8,6.29
2019-10-05T21:18:11Z,31082.66667,17813.33333,8800,11,8.25,9013.333333,11,8.45,13269.33333,6528,8,6.12,6741.333333,8,6.32
2019-10-05T21:18:26Z,31445.33333,17834.66667,8810.666667,11,8.26,9024,11,8.46,13610.66667,6698.666667,8,6.28,6912,9,6.48
2019-10-05T21:18:41Z,31552,17834.66667,8810.666667,11,8.26,9024,11,8.46,13717.33333,6752,8,6.33,6965.333333,9,6.53
2019-10-05T21:18:56Z,31552,18154.66667,8970.666667,11,8.41,9184,11,8.61,13397.33333,6805.333333,9,6.38,6592,8,6.18
2019-10-05T21:19:11Z,31402.66667,17216,8714.666667,11,8.17,8501.333333,11,7.97,14186.66667,6986.666667,9,6.55,7200,9,6.75
2019-10-05T21:19:26Z,31402.66667,17578.66667,8682.666667,11,8.14,8896,11,8.34,13824,7018.666667,9,6.58,6805.333333,9,6.38
2019-10-05T21:19:41Z,31850.66667,17429.33333,8821.333333,11,8.27,8608,11,8.07,14421.33333,7104,9,6.66,7317.333333,9,6.86
2019-10-05T21:19:56Z,31530.66667,17344,8565.333333,11,8.03,8778.666667,11,8.23,14186.66667,6986.666667,9,6.55,7200,9,6.75
2019-10-05T21:20:11Z,30784,16810.66667,8512,11,7.98,8298.666667,10,7.78,13973.33333,6880,9,6.45,7093.333333,9,6.65
2019-10-05T21:20:26Z,29909.33333,16640,8426.666667,11,7.9,8213.333333,10,7.7,13269.33333,6741.333333,8,6.32,6528,8,6.12
2019-10-05T21:20:41Z,30250.66667,16746.66667,8266.666667,10,7.75,8480,11,7.95,13504,6858.666667,9,6.43,6645.333333,8,6.23
2019-10-05T21:20:56Z,30357.33333,16746.66667,8266.666667,10,7.75,8480,11,7.95,13610.66667,6698.666667,8,6.28,6912,9,6.48
2019-10-05T21:21:11Z,30485.33333,16789.33333,8501.333333,11,7.97,8288,10,7.77,13696,6741.333333,8,6.32,6954.666667,9,6.52
2019-10-05T21:21:26Z,29909.33333,16960,8373.333333,10,7.85,8586.666667,11,8.05,12949.33333,6581.333333,8,6.17,6368,8,5.97
2019-10-05T21:21:41Z,29440,16618.66667,8202.666667,10,7.69,8416,11,7.89,12821.33333,6517.333333,8,6.11,6304,8,5.91
2019-10-05T21:21:56Z,28501.33333,15680,7946.666667,10,7.45,7733.333333,10,7.25,12821.33333,6517.333333,8,6.11,6304,8,5.91
2019-10-05T21:22:11Z,29162.66667,16618.66667,8202.666667,10,7.69,8416,11,7.89,12544,6378.666667,8,5.98,6165.333333,8,5.78
2019-10-05T21:22:26Z,29461.33333,16512,8149.333333,10,7.64,8362.666667,10,7.84,12949.33333,6368,8,5.97,6581.333333,8,6.17
2019-10-05T21:22:41Z,29290.66667,16128,8170.666667,10,7.66,7957.333333,10,7.46,13162.66667,6474.666667,8,6.07,6688,8,6.27
2019-10-05T21:22:56Z,29312,16256,8234.666667,10,7.72,8021.333333,10,7.52,13056,6634.666667,8,6.22,6421.333333,8,6.02
2019-10-05T21:23:11Z,28992,15786.66667,8000,10,7.5,7786.666667,10,7.3,13205.33333,6709.333333,8,6.29,6496,8,6.09
2019-10-05T21:23:26Z,28800,15808,7797.333333,10,7.31,8010.666667,10,7.51,12992,6602.666667,8,6.19,6389.333333,8,5.99
2019-10-05T21:23:41Z,29312,16128,7957.333333,10,7.46,8170.666667,10,7.66,13184,6485.333333,8,6.08,6698.666667,8,6.28
2019-10-05T21:23:56Z,29376,16576,8181.333333,10,7.67,8394.666667,10,7.87,12800,6506.666667,8,6.1,6293.333333,8,5.9
2019-10-05T21:24:11Z,28821.33333,15872,8042.666667,10,7.54,7829.333333,10,7.34,12949.33333,6581.333333,8,6.17,6368,8,5.97
2019-10-05T21:24:26Z,29589.33333,16042.66667,8128,10,7.62,7914.666667,10,7.42,13546.66667,6666.666667,8,6.25,6880,9,6.45
2019-10-05T21:24:41Z,29930.66667,16746.66667,8266.666667,10,7.75,8480,11,7.95,13184,6698.666667,8,6.28,6485.333333,8,6.08
2019-10-05T21:24:56Z,29696,16597.33333,8405.333333,11,7.88,8192,10,7.68,13098.66667,6656,8,6.24,6442.666667,8,6.04
2019-10-05T21:25:11Z,30933.33333,17280,8533.333333,11,8,8746.666667,11,8.2,13653.33333,6720,8,6.3,6933.333333,9,6.5
2019-10-05T21:25:26Z,30485.33333,16768,8490.666667,11,7.96,8277.333333,10,7.76,13717.33333,6752,8,6.33,6965.333333,9,6.53
2019-10-05T21:25:41Z,30933.33333,17472,8629.333333,11,8.09,8842.666667,11,8.29,13461.33333,6837.333333,9,6.41,6624,8,6.21
2019-10-05T21:25:56Z,30826.66667,17237.33333,8512,11,7.98,8725.333333,11,8.18,13589.33333,6688,8,6.27,6901.333333,9,6.47
2019-10-05T21:26:11Z,31189.33333,17600,8693.333333,11,8.15,8906.666667,11,8.35,13589.33333,6688,8,6.27,6901.333333,9,6.47
2019-10-05T21:26:26Z,31040,17408,8810.666667,11,8.26,8597.333333,11,8.06,13632,6709.333333,8,6.29,6922.666667,9,6.49
2019-10-05T21:26:41Z,31594.66667,17685.33333,8736,11,8.19,8949.333333,11,8.39,13909.33333,6848,9,6.42,7061.333333,9,6.62
2019-10-05T21:26:56Z,30890.66667,17557.33333,8672,11,8.13,8885.333333,11,8.33,13333.33333,6773.333333,8,6.35,6560,8,6.15
2019-10-05T21:27:11Z,31061.33333,17109.33333,8448,11,7.92,8661.333333,11,8.12,13952,6869.333333,9,6.44,7082.666667,9,6.64
2019-10-05T21:27:26Z,31040,16789.33333,8501.333333,11,7.97,8288,10,7.77,14250.66667,7018.666667,9,6.58,7232,9,6.78
2019-10-05T21:27:41Z,31850.66667,17472,8629.333333,11,8.09,8842.666667,11,8.29,14378.66667,7082.666667,9,6.64,7296,9,6.84
2019-10-05T21:27:56Z,31872,17621.33333,8704,11,8.16,8917.333333,11,8.36,14250.66667,7018.666667,9,6.58,7232,9,6.78
2019-10-05T21:28:11Z,31424,17280,8533.333333,11,8,8746.666667,11,8.2,14144,7178.666667,9,6.73,6965.333333,9,6.53
2019-10-05T21:28:26Z,31274.66667,17002.66667,8608,11,8.07,8394.666667,10,7.87,14272,7242.666667,9,6.79,7029.333333,9,6.59
2019-10-05T21:28:41Z,30976,17024,8405.333333,11,7.88,8618.666667,11,8.08,13952,7082.666667,9,6.64,6869.333333,9,6.44
2019-10-05T21:28:56Z,31936,17472,8629.333333,11,8.09,8842.666667,11,8.29,14464,7125.333333,9,6.68,7338.666667,9,6.88
2019-10-05T21:29:11Z,30826.66667,16874.66667,8544,11,8.01,8330.666667,10,7.81,13952,7082.666667,9,6.64,6869.333333,9,6.44
2019-10-05T21:29:26Z,31253.33333,17173.33333,8693.333333,11,8.15,8480,11,7.95,14080,7146.666667,9,6.7,6933.333333,9,6.5
2019-10-05T21:29:41Z,32490.66667,18026.66667,8906.666667,11,8.35,9120,11,8.55,14464,7125.333333,9,6.68,7338.666667,9,6.88
2019-10-05T21:29:56Z,32256,17920,9066.666667,11,8.5,8853.333333,11,8.3,14336,7274.666667,9,6.82,7061.333333,9,6.62
2019-10-05T21:30:11Z,32597.33333,18474.66667,9130.666667,11,8.56,9344,12,8.76,14122.66667,7168,9,6.72,6954.666667,9,6.52
2019-10-05T21:30:26Z,33429.33333,18517.33333,9152,11,8.58,9365.333333,12,8.78,14912,7349.333333,9,6.89,7562.666667,9,7.09
2019-10-05T21:30:41Z,32682.66667,17834.66667,9024,11,8.46,8810.666667,11,8.26,14848,7317.333333,9,6.86,7530.666667,9,7.06
2019-10-05T21:30:56Z,32256,17856,9034.666667,11,8.47,8821.333333,11,8.27,14400,7306.666667,9,6.85,7093.333333,9,6.65
2019-10-05T21:31:11Z,33066.66667,18154.66667,9184,11,8.61,8970.666667,11,8.41,14912,7349.333333,9,6.89,7562.666667,9,7.09
2019-10-05T21:31:26Z,33280,18496,9141.333333,11,8.57,9354.666667,12,8.77,14784,7498.666667,9,7.03,7285.333333,9,6.83
2019-10-05T21:31:41Z,32938.66667,18197.33333,9205.333333,12,8.63,8992,11,8.43,14741.33333,7477.333333,9,7.01,7264,9,6.81
2019-10-05T21:31:56Z,33365.33333,17898.66667,9056,11,8.49,8842.666667,11,8.29,15466.66667,7626.666667,10,7.15,7840,10,7.35
2019-10-05T21:32:11Z,33472,18112,8949.333333,11,8.39,9162.666667,11,8.59,15360,7573.333333,9,7.1,7786.666667,10,7.3
2019-10-05T21:32:26Z,33002.66667,17920,8853.333333,11,8.3,9066.666667,11,8.5,15082.66667,7648,10,7.17,7434.666667,9,6.97
2019-10-05T21:32:41Z,33066.66667,18026.66667,8906.666667,11,8.35,9120,11,8.55,15040,7626.666667,10,7.15,7413.333333,9,6.95
2019-10-05T21:32:56Z,32789.33333,18005.33333,9109.333333,11,8.54,8896,11,8.34,14784,7498.666667,9,7.03,7285.333333,9,6.83
2019-10-05T21:33:11Z,33621.33333,18389.33333,9088,11,8.52,9301.333333,12,8.72,15232,7509.333333,9,7.04,7722.666667,10,7.24
2019-10-05T21:33:26Z,33600,18560,9173.333333,11,8.6,9386.666667,12,8.8,15040,7626.666667,10,7.15,7413.333333,9,6.95
2019-10-05T21:33:41Z,33920,18282.66667,9034.666667,11,8.47,9248,12,8.67,15637.33333,7712,10,7.23,7925.333333,10,7.43
2019-10-05T21:33:56Z,33898.66667,18069.33333,9141.333333,11,8.57,8928,11,8.37,15829.33333,7808,10,7.32,8021.333333,10,7.52
2019-10-05T21:34:11Z,33813.33333,18197.33333,9205.333333,12,8.63,8992,11,8.43,15616,7914.666667,10,7.42,7701.333333,10,7.22
2019-10-05T21:34:26Z,34325.33333,18645.33333,9216,12,8.64,9429.333333,12,8.84,15680,7946.666667,10,7.45,7733.333333,10,7.25
2019-10-05T21:34:41Z,34645.33333,18880,9333.333333,12,8.75,9546.666667,12,8.95,15765.33333,7776,10,7.29,7989.333333,10,7.49
2019-10-05T21:34:56Z,33536,18538.66667,9162.666667,11,8.59,9376,12,8.79,14997.33333,7605.333333,10,7.13,7392,9,6.93
2019-10-05T21:35:11Z,34218.66667,18773.33333,9280,12,8.7,9493.333333,12,8.9,15445.33333,7616,10,7.14,7829.333333,10,7.34
2019-10-05T21:35:26Z,33834.66667,19136,9461.333333,12,8.87,9674.666667,12,9.07,14698.66667,7456,9,6.99,7242.666667,9,6.79
2019-10-05T21:35:41Z,34346.66667,18880,9546.666667,12,8.95,9333.333333,12,8.75,15466.66667,7626.666667,10,7.15,7840,10,7.35
2019-10-05T21:35:56Z,34602.66667,18986.66667,9600,12,9,9386.666667,12,8.8,15616,7701.333333,10,7.22,7914.666667,10,7.42
2019-10-05T21:36:11Z,33792,18709.33333,9461.333333,12,8.87,9248,12,8.67,15082.66667,7648,10,7.17,7434.666667,9,6.97
2019-10-05T21:36:26Z,34325.33333,19114.66667,9664,12,9.06,9450.666667,12,8.86,15210.66667,7712,10,7.23,7498.666667,9,7.03
2019-10-05T21:36:41Z,34880,19349.33333,9781.333333,12,9.17,9568,12,8.97,15530.66667,7658.666667,10,7.18,7872,10,7.38
2019-10-05T21:36:56Z,35157.33333,19754.66667,9984,12,9.36,9770.666667,12,9.16,15402.66667,7808,10,7.32,7594.666667,9,7.12
2019-10-05T21:37:11Z,34858.66667,19306.66667,9760,12,9.15,9546.666667,12,8.95,15552,7882.666667,10,7.39,7669.333333,10,7.19
2019-10-05T21:37:26Z,35690.66667,19690.66667,9952,12,9.33,9738.666667,12,9.13,16000,7893.333333,10,7.4,8106.666667,10,7.6
2019-10-05T21:37:41Z,35477.33333,19669.33333,9941.333333,12,9.32,9728,12,9.12,15808,8010.666667,10,7.51,7797.333333,10,7.31
2019-10-05T21:37:56Z,35861.33333,19349.33333,9781.333333,12,9.17,9568,12,8.97,16512,8149.333333,10,7.64,8362.666667,10,7.84
2019-10-05T21:38:11Z,36074.66667,19370.66667,9792,12,9.18,9578.666667,12,8.98,16704,8245.333333,10,7.73,8458.666667,11,7.93
2019-10-05T21:38:26Z,36053.33333,19370.66667,9792,12,9.18,9578.666667,12,8.98,16682.66667,8234.666667,10,7.72,8448,11,7.92
2019-10-05T21:38:41Z,36800,19925.33333,9856,12,9.24,10069.33333,13,9.44,16874.66667,8330.666667,10,7.81,8544,11,8.01
2019-10-05T21:38:56Z,36672,19882.66667,10048,13,9.42,9834.666667,12,9.22,16789.33333,8501.333333,11,7.97,8288,10,7.77
2019-10-05T21:39:11Z,37845.33333,20821.33333,10304,13,9.66,10517.33333,13,9.86,17024,8618.666667,11,8.08,8405.333333,11,7.88
2019-10-05T21:39:26Z,38122.66667,20864,10325.33333,13,9.68,10538.66667,13,9.88,17258.66667,8736,11,8.19,8522.666667,11,7.99
2019-10-05T21:39:41Z,37994.66667,20586.66667,10400,13,9.75,10186.66667,13,9.55,17408,8597.333333,11,8.06,8810.666667,11,8.26
2019-10-05T21:39:56Z,37717.33333,20629.33333,10421.33333,13,9.77,10208,13,9.57,17088,8437.333333,11,7.91,8650.666667,11,8.11
2019-10-05T21:40:11Z,37120,20778.66667,10496,13,9.84,10282.66667,13,9.64,16341.33333,8277.333333,10,7.76,8064,10,7.56
2019-10-05T21:40:26Z,38016,21162.66667,10474.66667,13,9.82,10688,13,10.02,16853.33333,8320,10,7.8,8533.333333,11,8
2019-10-05T21:40:41Z,37994.66667,20970.66667,10592,13,9.93,10378.66667,13,9.73,17024,8405.333333,11,7.88,8618.666667,11,8.08
2019-10-05T21:40:56Z,37824,20970.66667,10592,13,9.93,10378.66667,13,9.73,16853.33333,8320,10,7.8,8533.333333,11,8
2019-10-05T21:41:11Z,36970.66667,20458.66667,10336,13,9.69,10122.66667,13,9.49,16512,8362.666667,10,7.84,8149.333333,10,7.64
2019-10-05T21:41:26Z,37162.66667,20970.66667,10592,13,9.93,10378.66667,13,9.73,16192,8202.666667,10,7.69,7989.333333,10,7.49
2019-10-05T21:41:41Z,37461.33333,20501.33333,10357.33333,13,9.71,10144,13,9.51,16960,8373.333333,10,7.85,8586.666667,11,8.05
2019-10-05T21:41:56Z,36992,20693.33333,10453.33333,13,9.8,10240,13,9.6,16298.66667,8256,10,7.74,8042.666667,10,7.54
2019-10-05T21:42:11Z,36778.66667,20373.33333,10293.33333,13,9.65,10080,13,9.45,16405.33333,8309.333333,10,7.79,8096,10,7.59
2019-10-05T21:42:26Z,36928,20309.33333,10261.33333,13,9.62,10048,13,9.42,16618.66667,8416,11,7.89,8202.666667,10,7.69
2019-10-05T21:42:41Z,37077.33333,20074.66667,10144,13,9.51,9930.666667,12,9.31,17002.66667,8394.666667,10,7.87,8608,11,8.07
2019-10-05T21:42:56Z,37077.33333,20416,10101.33333,13,9.47,10314.66667,13,9.67,16661.33333,8224,10,7.71,8437.333333,11,7.91
2019-10-05T21:43:11Z,37738.66667,20736,10261.33333,13,9.62,10474.66667,13,9.82,17002.66667,8394.666667,10,7.87,8608,11,8.07
2019-10-05T21:43:26Z,36970.66667,20266.66667,10026.66667,13,9.4,10240,13,9.6,16704,8245.333333,10,7.73,8458.666667,11,7.93
2019-10-05T21:43:41Z,35733.33333,19562.66667,9888,12,9.27,9674.666667,12,9.07,16170.66667,8192,10,7.68,7978.666667,10,7.48
2019-10-05T21:43:56Z,36800,20309.33333,10048,13,9.42,10261.33333,13,9.62,16490.66667,8138.666667,10,7.63,8352,10,7.83
2019-10-05T21:44:11Z,36565.33333,20266.66667,10026.66667,13,9.4,10240,13,9.6,16298.66667,8042.666667,10,7.54,8256,10,7.74
2019-10-05T21:44:26Z,35712,20202.66667,9994.666667,12,9.37,10208,13,9.57,15509.33333,7861.333333,10,7.37,7648,10,7.17
2019-10-05T21:44:41Z,35669.33333,19989.33333,9888,12,9.27,10101.33333,13,9.47,15680,7946.666667,10,7.45,7733.333333,10,7.25
2019-10-05T21:44:56Z,35776,19584,9898.666667,12,9.28,9685.333333,12,9.08,16192,7989.333333,10,7.49,8202.666667,10,7.69
2019-10-05T21:45:11Z,35733.33333,19648,9717.333333,12,9.11,9930.666667,12,9.31,16085.33333,7936,10,7.44,8149.333333,10,7.64
2019-10-05T21:45:26Z,35477.33333,19754.66667,9770.666667,12,9.16,9984,12,9.36,15722.66667,7968,10,7.47,7754.666667,10,7.27
2019-10-05T21:45:41Z,36138.66667,20266.66667,10026.66667,13,9.4,10240,13,9.6,15872,7829.333333,10,7.34,8042.666667,10,7.54
2019-10-05T21:45:56Z,35584,20437.33333,10112,13,9.48,10325.33333,13,9.68,15146.66667,7680,10,7.2,7466.666667,9,7
2019-10-05T21:46:11Z,35328,20074.66667,9930.666667,12,9.31,10144,13,9.51,15253.33333,7733.333333,10,7.25,7520,9,7.05
